"","Account","Type","Date","Num","Name","Memo","Split","Debit","Credit","Balance"
"3799","Freight Costs","Bill","2018-09-30","124-90610","Fisse Fast Package Delivery",NA,"Accounts Payable",181,NA,1452
"3800","Freight Costs","Bill","2018-10-30","124-90712","Fisse Fast Package Delivery",NA,"Accounts Payable",196,NA,1648
"3801","Freight Costs","Bill","2018-12-15","124-90874","Fisse Fast Package Delivery",NA,"Accounts Payable",162,NA,1810
"3804","Packaging Materials","Bill","2018-05-31","45087","Printing Shop","Packaging materials","Accounts Payable",1000,NA,1000
"3805","Packaging Materials","Bill","2018-08-15","160987","Printing Shop","Packaging tape with company logo and name on it.","Accounts Payable",325,NA,1325
"3806","Packaging Materials","Bill","2018-10-01","15908","Printing Shop","Packaging materials with logo","Accounts Payable",427.5,NA,1752.5
"3809","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",240,NA,240
"3810","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",36,NA,276
"3811","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",66,NA,342
"3812","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",240,NA,582
"3813","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",150,NA,732
"3814","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",23.75,NA,755.75
"3815","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",20,NA,775.75
"3816","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",140,NA,915.75
"3817","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",6,NA,921.75
"3818","Purchases  (Cost of Goods)","Invoice","2018-01-06","71047","Baker's Professional Lighting:Store #25","Cand. Light, 20 watts (8 pack)","Accounts Receivable",24,NA,945.75
"3819","Purchases  (Cost of Goods)","Bill","2018-01-06","87865","Paulsen's Lighting","In bound shipments","Accounts Payable",120,NA,1065.75
"3820","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",1000,NA,2065.75
"3821","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",380,NA,2445.75
"3822","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Flush Mount, Polished Brass (2, 13 watt)  White acrylic diffuser","Accounts Receivable",256,NA,2701.75
"3823","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",300,NA,3001.75
"3824","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",480,NA,3481.75
"3825","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",450,NA,3931.75
"3826","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",125,NA,4056.75
"3827","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",47.5,NA,4104.25
"3828","Purchases  (Cost of Goods)","Invoice","2018-01-14","71050","Godwin Lighting Depot:Store #202","Halogen Lamp, 20 watts, Luminous Intensity","Accounts Receivable",19.2,NA,4123.45
"3829","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",160,NA,4283.45
"3830","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",20,NA,4303.45
"3831","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",85,NA,4388.45
"3832","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",66,NA,4454.45
"3833","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",60,NA,4514.45
"3834","Purchases  (Cost of Goods)","Invoice","2018-01-17","71055","Miscellaneous - Retail:Ms. Jann Minor","Black Finish, Solid Brass, Hanging w/Clear Glass (2x60watt max)","Accounts Receivable",40,NA,4554.45
"3835","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",75,NA,4629.45
"3836","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",66,NA,4695.45
"3837","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",75,NA,4770.45
"3838","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,NA,4845.45
"3839","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",128,NA,4973.45
"3840","Purchases  (Cost of Goods)","Invoice","2018-01-18","71092","Miscellaneous - Retail:Brian Stern","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",20,NA,4993.45
"3841","Purchases  (Cost of Goods)","Bill","2018-01-24","U7890","Paulsen's Lighting","In bound shipments","Accounts Payable",200,NA,5193.45
"3842","Purchases  (Cost of Goods)","Invoice","2018-01-28","71053","Miscellaneous - Retail:Alison Johnson","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",30,NA,5223.45
"3843","Purchases  (Cost of Goods)","Invoice","2018-01-28","71053","Miscellaneous - Retail:Alison Johnson","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,NA,5298.45
"3844","Purchases  (Cost of Goods)","Invoice","2018-01-28","71053","Miscellaneous - Retail:Alison Johnson","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",193.79,NA,5492.24
"3845","Purchases  (Cost of Goods)","Invoice","2018-01-28","71053","Miscellaneous - Retail:Alison Johnson","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",30,NA,5522.24
"3846","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",228,NA,5750.24
"3847","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",90,NA,5840.24
"3848","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",160,NA,6000.24
"3849","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",60,NA,6060.24
"3850","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",54,NA,6114.24
"3851","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,NA,6189.24
"3852","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",95,NA,6284.24
"3853","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",10,NA,6294.24
"3854","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",32.14,NA,6326.38
"3855","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",24,NA,6350.38
"3856","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,6356.72
"3857","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",6,NA,6362.72
"3858","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",2.5,NA,6365.22
"3859","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,6374.72
"3860","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",20,NA,6394.72
"3861","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",40,NA,6434.72
"3862","Purchases  (Cost of Goods)","Invoice","2018-01-28","71072","Cole Home Builders:Phase 2 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",44,NA,6478.72
"3863","Purchases  (Cost of Goods)","Invoice","2018-01-29","71124","Kern Lighting Warehouse:Store #34","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",2100,NA,8578.72
"3864","Purchases  (Cost of Goods)","Bill","2018-01-30","98760AR","Hall Lighting & Accessories","Sunset, Clear Glass, 1-100 watt max.","Accounts Payable",5,NA,8583.72
"3865","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",57.57,NA,8641.29
"3866","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",200,NA,8841.29
"3867","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",150,NA,8991.29
"3868","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",160.71,NA,9152
"3869","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Broadway Collection, Polished Chrome, 4 Light (60 watt max)","Accounts Receivable",126,NA,9278
"3870","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",5,NA,9283
"3871","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,9292.5
"3872","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",17.5,NA,9310
"3873","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,9316.34
"3874","Purchases  (Cost of Goods)","Invoice","2018-01-31","71059","Godwin Lighting Depot:Store #303","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",36,NA,9352.34
"3875","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",250,NA,9602.34
"3876","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",225,NA,9827.34
"3877","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",640,NA,10467.34
"3878","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",960,NA,11427.34
"3879","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",570,NA,11997.34
"3880","Purchases  (Cost of Goods)","Invoice","2018-02-01","71121","Kern Lighting Warehouse:Store #34","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",450,NA,12447.34
"3881","Purchases  (Cost of Goods)","Bill","2018-02-01","15657","Printing Shop","Product literature with company name","Accounts Payable",255,NA,12702.34
"3882","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",57,NA,12759.34
"3883","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",48,NA,12807.34
"3884","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",510,NA,13317.34
"3885","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",150,NA,13467.34
"3886","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",480,NA,13947.34
"3887","Purchases  (Cost of Goods)","Invoice","2018-02-10","71051","Cole Home Builders:Phase 2 - Lot 5","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",321.43,NA,14268.77
"3888","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",180,NA,14448.77
"3889","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",152,NA,14600.77
"3890","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",128,NA,14728.77
"3891","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",48,NA,14776.77
"3892","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",74,NA,14850.77
"3893","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,NA,14925.77
"3894","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.88,NA,15015.65
"3895","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",152,NA,15167.65
"3896","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",54,NA,15221.65
"3897","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",50,NA,15271.65
"3898","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,NA,15346.65
"3899","Purchases  (Cost of Goods)","Invoice","2018-02-11","71112","Thompson Lighting Stores:Store #15","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",200,NA,15546.65
"3900","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",228,NA,15774.65
"3901","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",90,NA,15864.65
"3902","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",160,NA,16024.65
"3903","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",70,NA,16094.65
"3904","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",57.57,NA,16152.22
"3905","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,NA,16227.22
"3906","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.78,NA,16325
"3907","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",10,NA,16335
"3908","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Athena Collection, (100 watt max) Copper Verde, Seeded Glass","Accounts Receivable",32.14,NA,16367.14
"3909","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Cand. Light, 20 watts (8 pack)","Accounts Receivable",24,NA,16391.14
"3910","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,NA,16397.48
"3911","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Fluorescent Lamp, T-5, Bipin","Accounts Receivable",6,NA,16403.48
"3912","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Halogen Lamp, Volts:3.5  Tubular","Accounts Receivable",2.5,NA,16405.98
"3913","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,NA,16415.48
"3914","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",20,NA,16435.48
"3915","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",40,NA,16475.48
"3916","Purchases  (Cost of Goods)","Invoice","2018-02-12","71088","Cole Home Builders:Phase 1 - Lot 2","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",48.25,NA,16523.73
"3917","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",150,NA,16673.73
"3918","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.78,NA,16771.51
"3919","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",380,NA,17151.51
"3920","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",60,NA,17211.51
"3921","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",80,NA,17291.51
"3922","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",128,NA,17419.51
"3923","Purchases  (Cost of Goods)","Invoice","2018-02-14","71110","Baker's Professional Lighting:Store #05","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",22.74,NA,17442.25
"3924","Purchases  (Cost of Goods)","Bill","2018-02-15","P8890-01","Paulsen's Lighting","In bound shipments","Accounts Payable",100,NA,17542.25
"3925","Purchases  (Cost of Goods)","Invoice","2018-02-18","71093","Miscellaneous - Retail:Ruth Kuver","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",195.56,NA,17737.81
"3926","Purchases  (Cost of Goods)","Invoice","2018-02-18","71093","Miscellaneous - Retail:Ruth Kuver","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",210,NA,17947.81
"3927","Purchases  (Cost of Goods)","Invoice","2018-02-18","71093","Miscellaneous - Retail:Ruth Kuver","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",22.74,NA,17970.55
"3928","Purchases  (Cost of Goods)","Invoice","2018-02-18","71093","Miscellaneous - Retail:Ruth Kuver","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",90,NA,18060.55
"3929","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","Vianne Lanterns, Satin Antiqued Solid Brass, 3-light wall latern, Candelabra base (60 watt max)","Accounts Receivable",242.23,NA,18302.78
"3930","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",45,NA,18347.78
"3931","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.88,NA,18437.66
"3932","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",120,NA,18557.66
"3933","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",22.74,NA,18580.4
"3934","Purchases  (Cost of Goods)","Invoice","2018-02-20","71054","Miscellaneous - Retail:Mrs. Chris Holly","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",40,NA,18620.4
"3935","Purchases  (Cost of Goods)","Invoice","2018-02-23","71094","Miscellaneous - Retail:David Lo","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",180,NA,18800.4
"3936","Purchases  (Cost of Goods)","Invoice","2018-02-23","71094","Miscellaneous - Retail:David Lo","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",240,NA,19040.4
"3937","Purchases  (Cost of Goods)","Invoice","2018-02-23","71094","Miscellaneous - Retail:David Lo","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",195.56,NA,19235.96
"3938","Purchases  (Cost of Goods)","Invoice","2018-02-23","71094","Miscellaneous - Retail:David Lo","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",80,NA,19315.96
"3939","Purchases  (Cost of Goods)","Invoice","2018-02-23","71094","Miscellaneous - Retail:David Lo","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",64,NA,19379.96
"3940","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",120,NA,19499.96
"3941","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",96,NA,19595.96
"3942","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","River Rock (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",150,NA,19745.96
"3943","Purchases  (Cost of Goods)","Invoice","2018-02-27","71052","Baker's Professional Lighting:Store #15","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",55.5,NA,19801.46
